model_name,model_type,input_size,total_params,analysis,num_transformer_layers,num_normalizations,num_skip_connections,num_convolutional_layers,num_dense_layers,final_receptive_field_size,num_strides,num_max_pools,pretrain_dataset,results-imagenet,results-sketch,results-imagenetv2-matched-frequency,results-imagenet-r,results-imagenet-a
fastvit_sa36.apple_in1k,CNN with Transformer elements,256,31476648,"{'model_type': 'CNN with Transformer elements', 'num_layers': 250, 'num_normalizations': 59, 'num_skip_connections': 0, 'num_convolutional_layers': 125, 'num_transformer_layers': 6, 'num_dense_layers': 3, 'final_receptive_field_size': None, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 100024896}",6,59,0,125,3,,0.0,0.0,fastvit_sa36,83.504,36.536,73.15,48.2,33.0
fastvit_t8.apple_dist_in1k,CNN,256,4007704,"{'model_type': 'CNN', 'num_layers': 85, 'num_normalizations': 22, 'num_skip_connections': 0, 'num_convolutional_layers': 56, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': -1, 'num_strides': -1, 'num_max_pools': 0, 'num_parameters': 2760576}",0,22,0,56,1,-1.0,-1.0,0.0,fastvit_t8,77.172,25.992,65.38,37.513,7.747
fastvit_t8.apple_in1k,ConvMixer-like,256,4007704,"{'model_type': 'ConvMixer-like', 'num_layers': 100, 'num_normalizations': 18, 'num_skip_connections': 0, 'num_convolutional_layers': 81, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': 1, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 3018565}",0,18,0,81,1,1.0,0.0,0.0,fastvit_t8,76.184,25.85,64.69,37.153,6.8
fastvit_t12.apple_dist_in1k,CNN,256,7525928,"{'model_type': 'CNN', 'num_layers': 236, 'num_normalizations': 30, 'num_skip_connections': 0, 'num_convolutional_layers': 77, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 64278656}",0,30,0,77,1,0.0,0.0,0.0,fastvit_t12,80.364,29.645,69.66,41.827,15.627
fastvit_t12.apple_in1k,CNN,256,7525928,"{'model_type': 'CNN', 'num_layers': 189, 'num_normalizations': 32, 'num_skip_connections': 0, 'num_convolutional_layers': 68, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': 243, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 6138478}",0,32,0,68,1,243.0,0.0,0.0,fastvit_t12,79.276,27.939,68.02,40.083,13.587
fbnetc_100.rmsp_in1k,CNN,224,5527832,"{'model_type': 'CNN', 'num_layers': 14, 'num_normalizations': 14, 'num_skip_connections': 0, 'num_convolutional_layers': 74, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': 1, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 15482744}",0,14,0,74,1,1.0,0.0,0.0,fbnetc_100,75.114,21.549,62.46,34.337,4.213
fbnetv3_b.ra2_in1k,CNN,224,8552064,"{'model_type': 'CNN', 'num_layers': 55, 'num_normalizations': 28, 'num_skip_connections': 0, 'num_convolutional_layers': 105, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': 1, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 17195896}",0,28,0,105,1,1.0,0.0,0.0,fbnetv3_b,79.154,28.038,68.03,40.917,11.56
fbnetv3_d.ra2_in1k,CNN,224,10249664,"{'model_type': 'CNN', 'num_layers': 109, 'num_normalizations': 26, 'num_skip_connections': 0, 'num_convolutional_layers': 84, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': 1, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 20679848}",0,26,0,84,1,1.0,0.0,0.0,fbnetv3_d,79.664,29.995,68.42,43.18,13.92
fbnetv3_g.ra2_in1k,CNN,240,16533024,"{'model_type': 'CNN', 'num_layers': 189, 'num_normalizations': 31, 'num_skip_connections': 0, 'num_convolutional_layers': 115, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': 1, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 16870360}",0,31,0,115,1,1.0,0.0,0.0,fbnetv3_g,82.04,33.245,71.41,46.59,25.92
flexivit_base.300ep_in1k,ViT,240,86415592,"{'model_type': 'ViT', 'num_layers': 14, 'num_normalizations': 26, 'num_skip_connections': 0, 'num_convolutional_layers': 1, 'num_transformer_layers': 12, 'num_dense_layers': 26, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 44036776}",12,26,0,1,26,0.0,0.0,0.0,flexivit_base,84.402,34.876,74.0,49.993,39.32
flexivit_base.300ep_in21k,ViT,240,102443859,"{'model_type': 'ViT', 'num_layers': 15, 'num_normalizations': 26, 'num_skip_connections': 0, 'num_convolutional_layers': 1, 'num_transformer_layers': 12, 'num_dense_layers': 26, 'final_receptive_field_size': -1, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 59662851}",12,26,0,1,26,-1.0,0.0,0.0,flexivit_base,,,,,
flexivit_base.600ep_in1k,ViT,240,86415592,"{'model_type': 'ViT', 'num_layers': 14, 'num_normalizations': 26, 'num_skip_connections': 0, 'num_convolutional_layers': 1, 'num_transformer_layers': 12, 'num_dense_layers': 26, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 47676552}",12,26,0,1,26,0.0,0.0,0.0,flexivit_base,84.56,35.155,74.03,50.38,39.8
flexivit_base.1000ep_in21k,ViT,240,102443859,"{'model_type': 'ViT', 'num_layers': 14, 'num_normalizations': 26, 'num_skip_connections': 0, 'num_convolutional_layers': 1, 'num_transformer_layers': 12, 'num_dense_layers': 26, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 61123683}",12,26,0,1,26,0.0,0.0,0.0,flexivit_base,,,,,
flexivit_base.1200ep_in1k,ViT,240,86415592,"{'model_type': 'ViT', 'num_layers': 14, 'num_normalizations': 26, 'num_skip_connections': 0, 'num_convolutional_layers': 1, 'num_transformer_layers': 12, 'num_dense_layers': 26, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 42175624}",12,26,0,1,26,0.0,0.0,0.0,flexivit_base,84.688,35.519,74.19,50.737,40.587
flexivit_base.patch16_in21k,ViT,240,102443859,"{'model_type': 'ViT', 'num_layers': 14, 'num_normalizations': 26, 'num_skip_connections': 0, 'num_convolutional_layers': 1, 'num_transformer_layers': 12, 'num_dense_layers': 26, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 65537443}",12,26,0,1,26,0.0,0.0,0.0,flexivit_base,,,,,
flexivit_base.patch30_in21k,ViT,240,102443859,"{'model_type': 'ViT', 'num_layers': 14, 'num_normalizations': 26, 'num_skip_connections': 0, 'num_convolutional_layers': 1, 'num_transformer_layers': 12, 'num_dense_layers': 26, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 64820587}",12,26,0,1,26,0.0,0.0,0.0,flexivit_base,,,,,
flexivit_large.300ep_in1k,ViT,240,304123880,"{'model_type': 'ViT', 'num_layers': 25, 'num_normalizations': 26, 'num_skip_connections': 0, 'num_convolutional_layers': 1, 'num_transformer_layers': 24, 'num_dense_layers': 49, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 135983616}",24,26,0,1,49,0.0,0.0,0.0,flexivit_large,85.282,40.026,75.83,55.697,48.453
flexivit_large.600ep_in1k,ViT,240,304123880,"{'model_type': 'ViT', 'num_layers': 25, 'num_normalizations': 25, 'num_skip_connections': 0, 'num_convolutional_layers': 1, 'num_transformer_layers': 24, 'num_dense_layers': 49, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 110234632}",24,25,0,1,49,0.0,0.0,0.0,flexivit_large,85.53,40.268,76.02,56.06,49.973
flexivit_large.1200ep_in1k,ViT,240,304123880,"{'model_type': 'ViT', 'num_layers': 25, 'num_normalizations': 26, 'num_skip_connections': 0, 'num_convolutional_layers': 1, 'num_transformer_layers': 24, 'num_dense_layers': 2, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 125536768}",24,26,0,1,2,0.0,0.0,0.0,flexivit_large,85.644,40.087,76.05,56.263,50.84
flexivit_small.300ep_in1k,ViT,240,21974632,"{'model_type': 'ViT', 'num_layers': 15, 'num_normalizations': 26, 'num_skip_connections': 0, 'num_convolutional_layers': 1, 'num_transformer_layers': 12, 'num_dense_layers': 26, 'final_receptive_field_size': -1, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 100018568}",12,26,0,1,26,-1.0,0.0,0.0,flexivit_small,82.17,31.453,71.58,44.907,25.773
flexivit_small.600ep_in1k,ViT,240,21974632,"{'model_type': 'ViT', 'num_layers': 14, 'num_normalizations': 26, 'num_skip_connections': 0, 'num_convolutional_layers': 1, 'num_transformer_layers': 12, 'num_dense_layers': 25, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 10421288}",12,26,0,1,25,0.0,0.0,0.0,flexivit_small,82.392,31.755,71.61,45.433,26.827
flexivit_small.1200ep_in1k,ViT,240,21974632,"{'model_type': 'ViT', 'num_layers': 14, 'num_normalizations': 26, 'num_skip_connections': 0, 'num_convolutional_layers': 1, 'num_transformer_layers': 12, 'num_dense_layers': 26, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 12625408}",12,26,0,1,26,0.0,0.0,0.0,flexivit_small,82.592,32.08,71.67,45.603,27.587
focalnet_base_lrf.ms_in1k,ConvNeXt,224,88749768,"{'model_type': 'ConvNeXt', 'num_layers': 4, 'num_normalizations': 31, 'num_skip_connections': 0, 'num_convolutional_layers': 124, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 55284380}",0,31,0,124,1,0.0,0.0,0.0,focalnet_base_lrf,83.828,36.114,73.81,48.433,37.533
focalnet_base_srf.ms_in1k,Focal Modulation Network,224,88148144,"{'model_type': 'Focal Modulation Network', 'num_layers': 4, 'num_normalizations': 32, 'num_skip_connections': 0, 'num_convolutional_layers': 129, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': -1, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 77434747}",0,32,0,129,1,-1.0,0.0,0.0,focalnet_base_srf,83.808,36.464,73.27,48.323,37.747
focalnet_huge_fl3.ms_in22k,Focal Modulation Network (Likely a CNN variant),224,745276338,"{'model_type': 'Focal Modulation Network (Likely a CNN variant)', 'num_layers': 4, 'num_normalizations': 48, 'num_skip_connections': 0, 'num_convolutional_layers': 236, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 477643206}",0,48,0,236,1,0.0,0.0,0.0,focalnet_huge_fl3,,,,,
focalnet_huge_fl4.ms_in22k,CNN,224,686460664,"{'model_type': 'CNN', 'num_layers': 4, 'num_normalizations': 44, 'num_skip_connections': 0, 'num_convolutional_layers': 237, 'num_transformer_layers': 0, 'num_dense_layers': 0, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 735906773}",0,44,0,237,0,0.0,0.0,0.0,focalnet_huge_fl4,,,,,
focalnet_large_fl3.ms_in22k,FocalNet,384,239134898,"{'model_type': 'FocalNet', 'num_layers': 4, 'num_normalizations': 29, 'num_skip_connections': 0, 'num_convolutional_layers': 151, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 239368006}",0,29,0,151,1,0.0,0.0,0.0,focalnet_large_fl3,,,,,
focalnet_large_fl4.ms_in22k,FocalNet,384,239315402,"{'model_type': 'FocalNet', 'num_layers': 4, 'num_normalizations': 32, 'num_skip_connections': 0, 'num_convolutional_layers': 166, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 208773329}",0,32,0,166,1,0.0,0.0,0.0,focalnet_large_fl4,,,,,
focalnet_small_lrf.ms_in1k,Convolutional Neural Network,224,50342440,"{'model_type': 'Convolutional Neural Network', 'num_layers': 4, 'num_normalizations': 30, 'num_skip_connections': 0, 'num_convolutional_layers': 168, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': -1, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 243768360}",0,30,0,168,1,-1.0,0.0,0.0,focalnet_small_lrf,83.508,35.279,72.74,48.013,32.947
focalnet_small_srf.ms_in1k,CNN,224,49891216,"{'model_type': 'CNN', 'num_layers': 4, 'num_normalizations': 34, 'num_skip_connections': 0, 'num_convolutional_layers': 145, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': -1, 'num_strides': -1, 'num_max_pools': 0, 'num_parameters': 27866835}",0,34,0,145,1,-1.0,-1.0,0.0,focalnet_small_srf,83.43,34.672,73.27,47.517,33.547
focalnet_tiny_lrf.ms_in1k,CNN,224,28647928,"{'model_type': 'CNN', 'num_layers': 4, 'num_normalizations': 23, 'num_skip_connections': 0, 'num_convolutional_layers': 112, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': -1, 'num_strides': -1, 'num_max_pools': 0, 'num_parameters': 24663700}",0,23,0,112,1,-1.0,-1.0,0.0,focalnet_tiny_lrf,82.174,32.064,71.06,45.163,22.92
focalnet_tiny_srf.ms_in1k,CNN,224,28427116,"{'model_type': 'CNN', 'num_layers': 4, 'num_normalizations': 21, 'num_skip_connections': 0, 'num_convolutional_layers': 79, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': 1, 'num_strides': 0, 'num_max_pools': 1, 'num_parameters': 23385306}",0,21,0,79,1,1.0,0.0,1.0,focalnet_tiny_srf,82.144,31.616,71.1,44.787,23.227
focalnet_xlarge_fl3.ms_in22k,FocalNet,384,408787378,"{'model_type': 'FocalNet', 'num_layers': 4, 'num_normalizations': 28, 'num_skip_connections': 0, 'num_convolutional_layers': 168, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': 1, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 319848674}",0,28,0,168,1,1.0,0.0,0.0,focalnet_xlarge_fl3,,,,,
focalnet_xlarge_fl4.ms_in22k,FocalNet,384,409028042,"{'model_type': 'FocalNet', 'num_layers': 4, 'num_normalizations': 32, 'num_skip_connections': 0, 'num_convolutional_layers': 134, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': -1, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 344949355}",0,32,0,134,1,-1.0,0.0,0.0,focalnet_xlarge_fl4,,,,,
gc_efficientnetv2_rw_t.agc_in1k,CNN,224,13558689,"{'model_type': 'CNN', 'num_layers': 190, 'num_normalizations': 69, 'num_skip_connections': 0, 'num_convolutional_layers': 181, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': 1, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 10772288}",0,69,0,181,1,1.0,0.0,0.0,gc_efficientnetv2_rw_t,82.48,35.436,72.44,46.79,24.587
gcresnet33ts.ra2_in1k,CNN,256,19841034,"{'model_type': 'CNN', 'num_layers': 129, 'num_normalizations': 20, 'num_skip_connections': 6, 'num_convolutional_layers': 64, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 129043896}",0,20,6,64,1,0.0,0.0,0.0,gcresnet33ts,80.588,27.607,69.45,39.503,14.573
gcresnet50t.ra2_in1k,CNN,256,25843848,"{'model_type': 'CNN', 'num_layers': 145, 'num_normalizations': 24, 'num_skip_connections': 11, 'num_convolutional_layers': 75, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 24241953}",0,24,11,75,1,0.0,0.0,0.0,gcresnet50t,81.458,31.02,70.2,42.86,17.947
gcresnext26ts.ch_in1k,CNN,256,10445640,"{'model_type': 'CNN', 'num_layers': 139, 'num_normalizations': 20, 'num_skip_connections': 8, 'num_convolutional_layers': 43, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': None, 'num_strides': None, 'num_max_pools': 1, 'num_parameters': 10205927}",0,20,8,43,1,,,1.0,gcresnext26ts,78.438,24.19,65.92,35.013,8.813
gcresnext50ts.ch_in1k,CNN,256,15614088,"{'model_type': 'CNN', 'num_layers': 109, 'num_normalizations': 16, 'num_skip_connections': 13, 'num_convolutional_layers': 63, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': -1, 'num_strides': -1, 'num_max_pools': 1, 'num_parameters': 10701861}",0,16,13,63,1,-1.0,-1.0,1.0,gcresnext50ts,81.234,29.517,70.28,41.657,16.973
gcvit_base.in1k,Hybrid CNN-Transformer,224,90320836,"{'model_type': 'Hybrid CNN-Transformer', 'num_layers': 253, 'num_normalizations': 75, 'num_skip_connections': 0, 'num_convolutional_layers': 46, 'num_transformer_layers': 42, 'num_dense_layers': 185, 'final_receptive_field_size': None, 'num_strides': 0, 'num_max_pools': 5, 'num_parameters': 67689920}",42,75,0,46,185,,0.0,5.0,gcvit_base,84.454,36.383,74.49,49.0,42.52
gcvit_small.in1k,CvT,224,51092173,"{'model_type': 'CvT', 'num_layers': 145, 'num_normalizations': 60, 'num_skip_connections': 0, 'num_convolutional_layers': 29, 'num_transformer_layers': 32, 'num_dense_layers': 33, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 5, 'num_parameters': 398490816}",32,60,0,29,33,0.0,0.0,5.0,gcvit_small,83.908,35.778,73.68,48.097,39.253
gcvit_tiny.in1k,Hybrid CNN-Transformer,224,28221974,"{'model_type': 'Hybrid CNN-Transformer', 'num_layers': 120, 'num_normalizations': 61, 'num_skip_connections': 0, 'num_convolutional_layers': 37, 'num_transformer_layers': 4, 'num_dense_layers': 1, 'final_receptive_field_size': -1, 'num_strides': -1, 'num_max_pools': 5, 'num_parameters': 102311836}",4,61,0,37,1,-1.0,-1.0,5.0,gcvit_tiny,83.4,34.542,73.23,46.407,34.92
gcvit_xtiny.in1k,Hybrid Convolutional Transformer,224,19981294,"{'model_type': 'Hybrid Convolutional Transformer', 'num_layers': 86, 'num_normalizations': 34, 'num_skip_connections': 0, 'num_convolutional_layers': 32, 'num_transformer_layers': 18, 'num_dense_layers': 14, 'final_receptive_field_size': None, 'num_strides': 0, 'num_max_pools': 5, 'num_parameters': 13205500}",18,34,0,32,14,,0.0,5.0,gcvit_xtiny,81.968,32.133,71.62,44.26,26.72
gcvit_xxtiny.in1k,Hybrid Convolutional Transformer,224,11995428,"{'model_type': 'Hybrid Convolutional Transformer', 'num_layers': 153, 'num_normalizations': 35, 'num_skip_connections': 0, 'num_convolutional_layers': 32, 'num_transformer_layers': 14, 'num_dense_layers': 15, 'final_receptive_field_size': 25, 'num_strides': 0, 'num_max_pools': 5, 'num_parameters': 10718376}",14,35,0,32,15,25.0,0.0,5.0,gcvit_xxtiny,79.75,29.197,69.37,41.763,18.8
gernet_l.idstcv_in1k,CNN,256,30975688,"{'model_type': 'CNN', 'num_layers': 103, 'num_normalizations': 0, 'num_skip_connections': 11, 'num_convolutional_layers': 49, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': -1, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 21912280}",0,0,11,49,1,-1.0,0.0,0.0,gernet_l,81.374,33.39,70.39,44.717,16.253
gernet_m.idstcv_in1k,CNN,224,21076168,"{'model_type': 'CNN', 'num_layers': 86, 'num_normalizations': 24, 'num_skip_connections': 7, 'num_convolutional_layers': 38, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': None, 'num_strides': None, 'num_max_pools': 0, 'num_parameters': 17289576}",0,24,7,38,1,,,0.0,gernet_m,80.726,32.746,69.56,46.15,13.973
gernet_s.idstcv_in1k,CNN,224,8139207,"{'model_type': 'CNN', 'num_layers': 85, 'num_normalizations': 17, 'num_skip_connections': 7, 'num_convolutional_layers': 40, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': 1, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 11200591}",0,17,7,40,1,1.0,0.0,0.0,gernet_s,76.902,28.049,65.07,41.313,5.253
ghostnet_100.in1k,CNN,224,5180588,"{'model_type': 'CNN', 'num_layers': 101, 'num_normalizations': 88, 'num_skip_connections': 8, 'num_convolutional_layers': 100, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': 224, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 49832192}",0,88,8,100,1,224.0,0.0,0.0,ghostnet_100,73.96,21.376,61.16,32.583,3.4
ghostnetv2_100.in1k,CNN,224,6154988,"{'model_type': 'CNN', 'num_layers': 231, 'num_normalizations': 107, 'num_skip_connections': 15, 'num_convolutional_layers': 117, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': 0, 'num_strides': 0, 'num_max_pools': 0, 'num_parameters': 11385544}",0,107,15,117,1,0.0,0.0,0.0,ghostnetv2_100,75.176,22.614,62.94,34.167,5.453
ghostnetv2_130.in1k,CNN,224,8957908,"{'model_type': 'CNN', 'num_layers': 10, 'num_normalizations': 112, 'num_skip_connections': 12, 'num_convolutional_layers': 129, 'num_transformer_layers': 0, 'num_dense_layers': 1, 'final_receptive_field_size': -1, 'num_strides': -1, 'num_max_pools': 0, 'num_parameters': 12896158}",0,112,12,129,1,-1.0,-1.0,0.0,ghostnetv2_130,76.762,25.178,64.88,36.87,6.653
